run_id,platform_id,keyword,total_questions,appeared_count,appearance_rate,avg_rank,best_rank,missed_count
20260512_183935,deepseek,deli,1,0,0.0000,,,1
20260512_183935,deepseek,Ryobi,1,1,1.0000,1.0000,1,0
20260512_183935,deepseek,Craftsman,1,1,1.0000,2.0000,2,0
20260512_183935,deepseek,DeWalt,1,0,0.0000,,,1
20260512_183935,deepseek,Milwaukee,1,0,0.0000,,,1
20260512_183935,deepseek,Kobalt,1,0,0.0000,,,1
20260512_183935,deepseek,Tekton,1,0,0.0000,,,1
20260512_183935,deepseek,Husky,1,1,1.0000,3.0000,3,0
20260512_183935,deepseek,Bauer,1,0,0.0000,,,1
20260512_183935,deepseek,Makita,1,0,0.0000,,,1
20260512_183935,yuanbao,deli,0,0,0.0000,,,0
20260512_183935,yuanbao,Ryobi,0,0,0.0000,,,0
20260512_183935,yuanbao,Craftsman,0,0,0.0000,,,0
20260512_183935,yuanbao,DeWalt,0,0,0.0000,,,0
20260512_183935,yuanbao,Milwaukee,0,0,0.0000,,,0
20260512_183935,yuanbao,Kobalt,0,0,0.0000,,,0
20260512_183935,yuanbao,Tekton,0,0,0.0000,,,0
20260512_183935,yuanbao,Husky,0,0,0.0000,,,0
20260512_183935,yuanbao,Bauer,0,0,0.0000,,,0
20260512_183935,yuanbao,Makita,0,0,0.0000,,,0
