run_id,platform_id,keyword,total_questions,appeared_count,appearance_rate,avg_rank,best_rank,missed_count
20260512_174532,deepseek,deli,1,0,0.0000,,,1
20260512_174532,deepseek,Ryobi,1,1,1.0000,1.0000,1,0
20260512_174532,deepseek,Craftsman,1,1,1.0000,2.0000,2,0
20260512_174532,deepseek,DeWalt,1,1,1.0000,5.0000,5,0
20260512_174532,deepseek,Milwaukee,1,1,1.0000,7.0000,7,0
20260512_174532,deepseek,Kobalt,1,1,1.0000,4.0000,4,0
20260512_174532,deepseek,Tekton,1,0,0.0000,,,1
20260512_174532,deepseek,Husky,1,1,1.0000,3.0000,3,0
20260512_174532,deepseek,Bauer,1,0,0.0000,,,1
20260512_174532,deepseek,Makita,1,1,1.0000,6.0000,6,0
20260512_174532,doubao,deli,0,0,0.0000,,,0
20260512_174532,doubao,Ryobi,0,0,0.0000,,,0
20260512_174532,doubao,Craftsman,0,0,0.0000,,,0
20260512_174532,doubao,DeWalt,0,0,0.0000,,,0
20260512_174532,doubao,Milwaukee,0,0,0.0000,,,0
20260512_174532,doubao,Kobalt,0,0,0.0000,,,0
20260512_174532,doubao,Tekton,0,0,0.0000,,,0
20260512_174532,doubao,Husky,0,0,0.0000,,,0
20260512_174532,doubao,Bauer,0,0,0.0000,,,0
20260512_174532,doubao,Makita,0,0,0.0000,,,0
20260512_174532,yuanbao,deli,1,0,0.0000,,,1
20260512_174532,yuanbao,Ryobi,1,0,0.0000,,,1
20260512_174532,yuanbao,Craftsman,1,0,0.0000,,,1
20260512_174532,yuanbao,DeWalt,1,0,0.0000,,,1
20260512_174532,yuanbao,Milwaukee,1,0,0.0000,,,1
20260512_174532,yuanbao,Kobalt,1,0,0.0000,,,1
20260512_174532,yuanbao,Tekton,1,0,0.0000,,,1
20260512_174532,yuanbao,Husky,1,0,0.0000,,,1
20260512_174532,yuanbao,Bauer,1,0,0.0000,,,1
20260512_174532,yuanbao,Makita,1,0,0.0000,,,1
20260512_174532,tongyi,deli,1,0,0.0000,,,1
20260512_174532,tongyi,Ryobi,1,1,1.0000,1.0000,1,0
20260512_174532,tongyi,Craftsman,1,1,1.0000,2.0000,2,0
20260512_174532,tongyi,DeWalt,1,0,0.0000,,,1
20260512_174532,tongyi,Milwaukee,1,1,1.0000,4.0000,4,0
20260512_174532,tongyi,Kobalt,1,0,0.0000,,,1
20260512_174532,tongyi,Tekton,1,0,0.0000,,,1
20260512_174532,tongyi,Husky,1,1,1.0000,5.0000,5,0
20260512_174532,tongyi,Bauer,1,0,0.0000,,,1
20260512_174532,tongyi,Makita,1,1,1.0000,3.0000,3,0
20260512_174532,kimi,deli,1,0,0.0000,,,1
20260512_174532,kimi,Ryobi,1,1,1.0000,2.0000,2,0
20260512_174532,kimi,Craftsman,1,1,1.0000,1.0000,1,0
20260512_174532,kimi,DeWalt,1,1,1.0000,3.0000,3,0
20260512_174532,kimi,Milwaukee,1,1,1.0000,4.0000,4,0
20260512_174532,kimi,Kobalt,1,0,0.0000,,,1
20260512_174532,kimi,Tekton,1,0,0.0000,,,1
20260512_174532,kimi,Husky,1,0,0.0000,,,1
20260512_174532,kimi,Bauer,1,0,0.0000,,,1
20260512_174532,kimi,Makita,1,1,1.0000,5.0000,5,0
20260512_174532,wenxin,deli,1,1,1.0000,1.0000,1,0
20260512_174532,wenxin,Ryobi,1,0,0.0000,,,1
20260512_174532,wenxin,Craftsman,1,0,0.0000,,,1
20260512_174532,wenxin,DeWalt,1,0,0.0000,,,1
20260512_174532,wenxin,Milwaukee,1,0,0.0000,,,1
20260512_174532,wenxin,Kobalt,1,0,0.0000,,,1
20260512_174532,wenxin,Tekton,1,0,0.0000,,,1
20260512_174532,wenxin,Husky,1,0,0.0000,,,1
20260512_174532,wenxin,Bauer,1,0,0.0000,,,1
20260512_174532,wenxin,Makita,1,0,0.0000,,,1
