run_id,platform_id,keyword,total_questions,appeared_count,appearance_rate,avg_rank,best_rank,missed_count
20260512_194651,deepseek,deli,1,0,0.0000,,,1
20260512_194651,deepseek,Ryobi,1,0,0.0000,,,1
20260512_194651,deepseek,Craftsman,1,0,0.0000,,,1
20260512_194651,deepseek,DeWalt,1,0,0.0000,,,1
20260512_194651,deepseek,Milwaukee,1,0,0.0000,,,1
20260512_194651,deepseek,Kobalt,1,0,0.0000,,,1
20260512_194651,deepseek,Tekton,1,0,0.0000,,,1
20260512_194651,deepseek,Husky,1,0,0.0000,,,1
20260512_194651,deepseek,Bauer,1,0,0.0000,,,1
20260512_194651,deepseek,Makita,1,0,0.0000,,,1
20260512_194651,doubao,deli,1,0,0.0000,,,1
20260512_194651,doubao,Ryobi,1,0,0.0000,,,1
20260512_194651,doubao,Craftsman,1,0,0.0000,,,1
20260512_194651,doubao,DeWalt,1,0,0.0000,,,1
20260512_194651,doubao,Milwaukee,1,0,0.0000,,,1
20260512_194651,doubao,Kobalt,1,0,0.0000,,,1
20260512_194651,doubao,Tekton,1,0,0.0000,,,1
20260512_194651,doubao,Husky,1,0,0.0000,,,1
20260512_194651,doubao,Bauer,1,0,0.0000,,,1
20260512_194651,doubao,Makita,1,0,0.0000,,,1
20260512_194651,yuanbao,deli,1,0,0.0000,,,1
20260512_194651,yuanbao,Ryobi,1,0,0.0000,,,1
20260512_194651,yuanbao,Craftsman,1,0,0.0000,,,1
20260512_194651,yuanbao,DeWalt,1,0,0.0000,,,1
20260512_194651,yuanbao,Milwaukee,1,0,0.0000,,,1
20260512_194651,yuanbao,Kobalt,1,0,0.0000,,,1
20260512_194651,yuanbao,Tekton,1,0,0.0000,,,1
20260512_194651,yuanbao,Husky,1,0,0.0000,,,1
20260512_194651,yuanbao,Bauer,1,0,0.0000,,,1
20260512_194651,yuanbao,Makita,1,0,0.0000,,,1
20260512_194651,tongyi,deli,1,0,0.0000,,,1
20260512_194651,tongyi,Ryobi,1,0,0.0000,,,1
20260512_194651,tongyi,Craftsman,1,0,0.0000,,,1
20260512_194651,tongyi,DeWalt,1,0,0.0000,,,1
20260512_194651,tongyi,Milwaukee,1,0,0.0000,,,1
20260512_194651,tongyi,Kobalt,1,0,0.0000,,,1
20260512_194651,tongyi,Tekton,1,0,0.0000,,,1
20260512_194651,tongyi,Husky,1,0,0.0000,,,1
20260512_194651,tongyi,Bauer,1,0,0.0000,,,1
20260512_194651,tongyi,Makita,1,0,0.0000,,,1
20260512_194651,kimi,deli,1,0,0.0000,,,1
20260512_194651,kimi,Ryobi,1,0,0.0000,,,1
20260512_194651,kimi,Craftsman,1,0,0.0000,,,1
20260512_194651,kimi,DeWalt,1,0,0.0000,,,1
20260512_194651,kimi,Milwaukee,1,0,0.0000,,,1
20260512_194651,kimi,Kobalt,1,0,0.0000,,,1
20260512_194651,kimi,Tekton,1,0,0.0000,,,1
20260512_194651,kimi,Husky,1,0,0.0000,,,1
20260512_194651,kimi,Bauer,1,0,0.0000,,,1
20260512_194651,kimi,Makita,1,0,0.0000,,,1
20260512_194651,wenxin,deli,0,0,0.0000,,,0
20260512_194651,wenxin,Ryobi,0,0,0.0000,,,0
20260512_194651,wenxin,Craftsman,0,0,0.0000,,,0
20260512_194651,wenxin,DeWalt,0,0,0.0000,,,0
20260512_194651,wenxin,Milwaukee,0,0,0.0000,,,0
20260512_194651,wenxin,Kobalt,0,0,0.0000,,,0
20260512_194651,wenxin,Tekton,0,0,0.0000,,,0
20260512_194651,wenxin,Husky,0,0,0.0000,,,0
20260512_194651,wenxin,Bauer,0,0,0.0000,,,0
20260512_194651,wenxin,Makita,0,0,0.0000,,,0
